Account,Amount,Counterparty,Tags,Date,Location
Checking,217.24,Uber,"Entertainment, Travel, General Expenses, Groceries, Transportation",2022-08-08,Japan
Savings,84.62,Uber,"Dining, Travel, General Expenses",2022-11-11,Indonesia
Joint Account,884.16,Uber,"Dining, Transportation, Groceries, Entertainment",2022-09-03,Australia
Checking,128.83,Fairprice,"Travel, Entertainment, Transportation, General Expenses, Dining",2022-12-10,Japan
Joint Account,399.42,Gojek,"Entertainment, Transportation, General Expenses",2022-08-21,Singapore
Joint Account,802.73,Google,Entertainment,2022-12-22,Japan
Savings,58.51,Grab,"Entertainment, Transportation",2022-12-30,Singapore
Savings,160.61,Uber,"Travel, Groceries, Entertainment, Transportation",2022-08-19,Japan
Joint Account,699.04,Fairprice,"Groceries, Travel, Entertainment, Dining, General Expenses, Transportation",2022-08-19,Singapore
Savings,775.87,ACME,"Dining, Entertainment, Travel, Groceries, Transportation",2022-10-08,Australia
Joint Account,702.52,Uber,"Dining, General Expenses",2022-09-12,Indonesia
Savings,627.83,Uber,General Expenses,2022-09-03,Singapore
Joint Account,843.7,Starbucks,"Dining, Groceries, Entertainment",2022-11-25,Japan
Joint Account,308.56,Grab,"Groceries, General Expenses, Travel, Transportation",2022-07-05,Australia
Savings,100.02,ACME,Entertainment,2022-12-27,Indonesia
Savings,490.85,Walmart,"Travel, General Expenses, Dining, Groceries, Transportation",2022-11-01,Japan
Joint Account,131.08,Uber,"Travel, General Expenses, Entertainment, Transportation, Dining",2022-06-05,Australia
Savings,653.96,Gojek,"Transportation, Dining",2022-09-18,Indonesia
Checking,171.93,Grab,"General Expenses, Dining, Groceries, Transportation, Travel, Entertainment",2022-10-14,Indonesia
Checking,890.66,Starbucks,"General Expenses, Entertainment",2022-12-30,Australia
Joint Account,837.62,ACME,"Dining, Groceries, General Expenses, Transportation, Travel",2022-08-20,Australia
Savings,618.68,Uber,"Dining, Entertainment, Travel",2022-12-15,Japan
Joint Account,62.13,Starbucks,"General Expenses, Dining, Groceries",2022-06-19,Japan
Savings,744.9,Starbucks,"Entertainment, General Expenses, Transportation, Travel",2022-08-07,Australia
Checking,139.16,Grab,"Groceries, Transportation, Travel, Dining, General Expenses",2022-08-04,Australia
Joint Account,705.93,Grab,"Travel, Groceries, General Expenses, Entertainment, Transportation, Dining",2022-09-30,Australia
Joint Account,170.65,Grab,"Entertainment, Travel, Transportation",2022-06-09,Australia
Joint Account,981.15,Gojek,Dining,2022-09-11,Indonesia
Joint Account,688.5,Grab,"Groceries, Travel",2022-09-12,Australia
Checking,479.53,ACME,Entertainment,2022-12-05,Singapore
Savings,903.83,ACME,"Entertainment, Travel, Groceries, Transportation, General Expenses",2022-10-11,Japan
Joint Account,662.68,Uber,"Groceries, Dining, Entertainment",2022-07-04,Japan
Joint Account,736.42,Amazon,"Groceries, Transportation, Entertainment, Dining",2022-07-24,Australia
Savings,687.89,Gojek,Travel,2022-08-19,Indonesia
Joint Account,522.43,Uber,"Groceries, Entertainment",2022-12-18,Australia
Savings,874.86,ACME,"Groceries, Entertainment, Travel, Dining, Transportation",2022-08-06,Indonesia
Joint Account,265.05,ACME,"Dining, Groceries, Entertainment, General Expenses, Transportation",2022-07-07,Singapore
Checking,879.95,Gojek,"Entertainment, Transportation, Travel, General Expenses, Groceries, Dining",2022-07-21,Japan
Joint Account,716.23,Starbucks,"Entertainment, Dining, Travel, General Expenses",2022-07-29,Japan
Checking,902.08,Gojek,"Groceries, Dining, Transportation",2022-08-08,Singapore
Savings,365.61,Starbucks,"Travel, General Expenses, Transportation, Dining, Entertainment, Groceries",2022-09-06,Australia
Joint Account,771.5,ACME,General Expenses,2022-10-10,Indonesia
Joint Account,410.8,Google,"Transportation, Groceries, Dining",2022-08-01,Indonesia
Savings,530.9,Uber,"Transportation, Groceries, Dining, General Expenses",2022-07-12,Japan
Joint Account,742.14,Walmart,"General Expenses, Groceries, Travel, Entertainment, Dining, Transportation",2022-11-09,Singapore
Checking,642.2,Grab,"Entertainment, Travel, Groceries, Transportation",2022-11-05,Australia
Joint Account,951.15,Amazon,"Entertainment, Dining",2022-10-17,Singapore
Joint Account,55.73,Gojek,"Travel, Entertainment, General Expenses, Dining",2022-07-21,Japan
Savings,111.39,Grab,"Entertainment, General Expenses, Groceries",2022-10-26,Indonesia
Joint Account,534.87,Google,"Dining, General Expenses, Entertainment, Travel",2022-08-11,Indonesia
Joint Account,9.76,Starbucks,"Dining, Entertainment, General Expenses",2022-11-22,Indonesia
Checking,21.06,ACME,"Transportation, Travel",2022-06-24,Indonesia
Savings,734.49,Walmart,"Travel, Dining, General Expenses, Groceries, Entertainment",2022-08-30,Indonesia
Savings,894.06,Walmart,"Entertainment, Dining, Transportation",2022-06-07,Singapore
Savings,171.92,Starbucks,"Groceries, Entertainment",2022-12-29,Australia
Savings,285.87,Fairprice,"General Expenses, Entertainment, Groceries, Dining",2022-09-19,Indonesia
Checking,264.18,Walmart,"Entertainment, Travel, Groceries, Dining, Transportation, General Expenses",2022-12-06,Singapore
Joint Account,466.51,Fairprice,Dining,2022-12-28,Singapore
Savings,143.4,Walmart,"Transportation, Travel, Entertainment",2022-11-30,Singapore
Savings,753.61,Fairprice,"General Expenses, Transportation, Travel, Dining",2022-06-11,Indonesia
Joint Account,780.3,Uber,"Dining, Groceries, Entertainment, Travel",2022-10-07,Japan
Joint Account,542.15,Starbucks,"Groceries, Dining, General Expenses",2022-11-03,Japan
Joint Account,576.81,Starbucks,"Travel, Groceries, General Expenses",2022-06-28,Singapore
Savings,425.28,Starbucks,"Travel, Dining, Transportation",2022-10-31,Australia
Joint Account,460.14,Google,"Transportation, Groceries, Travel, Dining, General Expenses, Entertainment",2022-10-07,Australia
Joint Account,97.36,Starbucks,"Transportation, Travel, General Expenses, Dining, Groceries",2022-08-26,Australia
Checking,550.21,Gojek,Dining,2022-12-15,Japan
Savings,96.34,Starbucks,"Travel, Entertainment, Groceries, General Expenses, Transportation",2022-09-05,Indonesia
Savings,5.8,Starbucks,"Groceries, Travel",2022-10-29,Indonesia
Joint Account,789.81,Starbucks,"Transportation, Groceries",2022-10-04,Indonesia
Joint Account,5.71,Gojek,"Groceries, Dining, Transportation, General Expenses, Entertainment",2022-06-28,Japan
Joint Account,385.71,Fairprice,Dining,2022-08-17,Singapore
Checking,914.65,Gojek,"Transportation, Dining, Travel, Groceries",2022-06-12,Australia
Savings,463.01,ACME,"Entertainment, Groceries",2022-12-08,Indonesia
Savings,589.15,Grab,Entertainment,2022-10-01,Singapore
Joint Account,314.25,Amazon,"Transportation, General Expenses, Groceries, Entertainment, Dining, Travel",2022-08-25,Indonesia
Checking,719.83,Uber,"General Expenses, Groceries",2022-10-08,Australia
Savings,817.36,Gojek,"Transportation, Groceries, Travel",2022-08-22,Singapore
Checking,305.54,Gojek,"Groceries, General Expenses, Transportation, Entertainment",2022-08-26,Australia
Checking,920.33,Google,"Travel, Dining, Groceries, General Expenses",2022-11-04,Australia
Checking,68.32,Gojek,"Groceries, Travel, Transportation",2022-06-23,Singapore
Joint Account,985.43,Uber,"Entertainment, Dining, Travel, Transportation, Groceries",2022-08-25,Indonesia
Checking,202.8,Walmart,"Entertainment, Transportation, Travel, General Expenses, Groceries, Dining",2022-12-10,Singapore
Joint Account,384.82,Grab,"Dining, Travel, Groceries, Entertainment",2022-11-26,Australia
Savings,709.18,Fairprice,"Dining, General Expenses, Travel, Groceries, Entertainment, Transportation",2022-09-20,Australia
Checking,360.94,Uber,Transportation,2022-11-05,Japan
Joint Account,685.31,Google,"General Expenses, Groceries, Dining, Transportation, Travel, Entertainment",2022-12-24,Indonesia
Joint Account,259.54,ACME,"Dining, Travel, Groceries",2022-10-03,Japan
Checking,92.39,Grab,"Transportation, Dining, Entertainment",2022-10-06,Singapore
Joint Account,843.72,Fairprice,"General Expenses, Groceries, Travel, Dining",2022-10-06,Singapore
Joint Account,589.59,Starbucks,"General Expenses, Transportation, Dining",2022-09-10,Singapore
Savings,148.86,ACME,"Dining, Entertainment, Travel, Groceries, General Expenses, Transportation",2022-07-19,Australia
Joint Account,30.5,Starbucks,"Groceries, General Expenses, Dining",2022-08-17,Australia
Savings,823.91,Google,Dining,2022-06-16,Japan
Joint Account,838.32,Amazon,"Travel, Dining, Entertainment",2022-11-18,Singapore
Joint Account,759.47,Grab,"Groceries, Transportation",2022-10-13,Australia
Joint Account,218.38,Fairprice,"Travel, General Expenses, Transportation, Dining, Entertainment, Groceries",2022-11-08,Indonesia
Joint Account,411.92,Google,Entertainment,2022-06-25,Singapore
Checking,520.98,Gojek,"Transportation, Dining, Entertainment, Groceries, General Expenses, Travel",2022-07-16,Indonesia
Checking,999.79,Gojek,"Dining, General Expenses, Transportation, Travel",2022-06-13,Indonesia
Joint Account,668.22,ACME,"Dining, Transportation, Travel, General Expenses, Entertainment, Groceries",2022-06-20,Japan
Joint Account,921.52,ACME,"Entertainment, Dining",2022-09-20,Japan
Savings,877.28,Uber,"Entertainment, General Expenses, Groceries, Transportation",2022-06-09,Singapore
Checking,768.56,Walmart,"Dining, Entertainment, Groceries, General Expenses, Travel, Transportation",2022-07-15,Indonesia
Checking,319.14,Starbucks,Travel,2022-07-02,Australia
Savings,932.53,Starbucks,"Transportation, Travel, Dining, Groceries, General Expenses, Entertainment",2022-10-05,Indonesia
Joint Account,630.65,Uber,"Dining, Entertainment, Groceries, Transportation",2022-06-02,Indonesia
Joint Account,417.25,Gojek,"General Expenses, Entertainment, Transportation, Travel",2022-12-26,Japan
Checking,183.65,Amazon,"General Expenses, Transportation, Travel, Groceries",2022-07-20,Singapore
Checking,122.55,Walmart,"Dining, Entertainment, Groceries, Travel, Transportation, General Expenses",2022-12-26,Australia
Savings,188.83,Uber,"Dining, Entertainment, Transportation, Travel, Groceries, General Expenses",2022-07-25,Indonesia
Savings,432.88,Google,"General Expenses, Travel, Dining, Groceries",2022-11-28,Singapore
Checking,741.48,Fairprice,"Travel, Groceries, Transportation, Entertainment, General Expenses",2022-09-15,Japan
Joint Account,16.74,Starbucks,"General Expenses, Groceries, Travel, Entertainment",2022-09-29,Australia
Joint Account,812.67,Gojek,"Groceries, Entertainment",2022-11-28,Australia
Savings,267.58,Google,Dining,2022-12-31,Singapore
Joint Account,239.36,Grab,"Travel, Transportation",2022-11-19,Indonesia
Joint Account,876.6,Starbucks,"Groceries, Transportation, Entertainment, Travel, Dining",2022-09-02,Singapore
Joint Account,765.05,Gojek,"Dining, General Expenses",2022-11-17,Australia
Savings,833.44,Fairprice,"Groceries, Dining, Transportation",2022-08-28,Japan
Joint Account,798.67,Amazon,"Transportation, Travel, Entertainment, General Expenses, Dining, Groceries",2022-07-24,Indonesia
Joint Account,183.52,Gojek,Travel,2022-09-25,Singapore
Savings,208.54,Fairprice,"Entertainment, Dining, Travel",2022-09-27,Australia
Checking,391.23,Gojek,"Transportation, Entertainment",2022-08-29,Australia
Savings,292.3,Google,"Travel, Transportation, Dining, Groceries, Entertainment",2022-06-08,Japan
Joint Account,405.25,Uber,"Travel, Groceries",2022-11-24,Australia
Joint Account,513.49,Grab,"Entertainment, Transportation, Travel, Dining, Groceries",2022-08-18,Japan
Checking,401.17,Google,"Travel, Groceries, Transportation, Entertainment, Dining",2022-07-22,Australia
Checking,434.86,Google,"Travel, General Expenses, Groceries",2022-06-23,Australia
Joint Account,947.2,Walmart,"General Expenses, Entertainment, Dining, Travel",2022-10-28,Japan
Checking,78.78,Grab,"General Expenses, Groceries, Entertainment",2022-10-05,Indonesia
Savings,856.11,Amazon,"Transportation, General Expenses, Groceries, Entertainment",2022-06-15,Singapore
Checking,860.73,Google,Groceries,2022-11-21,Japan
Joint Account,433.84,Fairprice,General Expenses,2022-09-01,Australia
Joint Account,281.0,Fairprice,Transportation,2022-11-18,Singapore
Savings,299.33,Gojek,"Entertainment, Travel",2022-10-29,Japan
Joint Account,849.3,Walmart,"Dining, Travel, Entertainment",2022-11-05,Japan
Joint Account,969.28,Amazon,"Entertainment, General Expenses, Dining, Groceries, Transportation",2022-08-10,Indonesia
Savings,766.79,Starbucks,"Dining, Groceries, Transportation, Travel, Entertainment",2022-12-14,Indonesia
Joint Account,855.83,Google,"Travel, Groceries",2022-08-29,Australia
Checking,209.12,Fairprice,"Travel, Groceries",2022-09-05,Indonesia
Joint Account,162.42,Fairprice,"General Expenses, Transportation",2022-12-21,Singapore
Savings,636.81,Amazon,"Dining, Groceries, General Expenses",2022-07-09,Japan
Joint Account,131.78,Walmart,"General Expenses, Entertainment",2022-08-14,Japan
Savings,1.09,Fairprice,"General Expenses, Dining, Entertainment, Travel, Transportation",2022-10-03,Singapore
Joint Account,878.83,ACME,"General Expenses, Dining",2022-09-05,Australia
Joint Account,383.63,Amazon,"Travel, General Expenses, Entertainment",2022-08-19,Singapore
Checking,758.73,Fairprice,"General Expenses, Travel, Dining, Groceries, Entertainment",2022-10-31,Singapore
Savings,308.74,ACME,"Groceries, Travel, Entertainment, Transportation, Dining, General Expenses",2022-10-29,Japan
Checking,640.64,Uber,"Groceries, Dining, Transportation",2022-10-16,Singapore
Savings,960.13,Amazon,"Travel, Dining",2022-11-15,Australia
Checking,209.13,Walmart,"General Expenses, Transportation, Entertainment, Travel",2022-12-07,Australia
Joint Account,815.96,Google,Groceries,2022-10-07,Indonesia
Joint Account,715.19,Fairprice,"Dining, Entertainment, Travel, Transportation",2022-08-21,Singapore
Checking,264.95,Uber,"Entertainment, Transportation, General Expenses",2022-10-28,Singapore
Savings,851.77,Amazon,"Dining, Transportation",2022-10-04,Japan
Savings,900.99,Fairprice,"Dining, Entertainment, Travel, Groceries, Transportation, General Expenses",2022-10-02,Japan
Savings,172.32,Starbucks,Transportation,2022-11-05,Australia
Checking,743.11,Gojek,"Entertainment, General Expenses, Travel, Groceries",2022-11-15,Japan
Checking,465.45,Google,"Travel, Transportation, General Expenses, Entertainment",2022-09-20,Japan
Savings,303.09,Uber,"General Expenses, Entertainment, Travel, Dining, Groceries",2022-08-09,Australia
Joint Account,191.1,Fairprice,"General Expenses, Entertainment",2022-09-10,Australia
Joint Account,815.21,Starbucks,"General Expenses, Transportation, Groceries, Dining",2022-09-26,Australia
Checking,717.01,Starbucks,Dining,2022-11-04,Indonesia
Checking,582.5,Fairprice,"General Expenses, Travel, Dining, Entertainment, Groceries, Transportation",2022-08-13,Australia
Joint Account,538.08,Google,General Expenses,2022-07-19,Australia
Savings,39.28,Grab,"Transportation, Travel, General Expenses, Entertainment",2022-12-05,Japan
Savings,46.07,Fairprice,"Travel, Entertainment, Groceries, Transportation",2022-10-29,Indonesia
Joint Account,664.1,Walmart,Transportation,2022-07-20,Singapore
Joint Account,536.77,ACME,"Dining, Travel, Transportation, General Expenses",2022-12-02,Singapore
Joint Account,695.63,Starbucks,"Travel, Dining",2022-12-06,Japan
Joint Account,245.04,Grab,"General Expenses, Dining, Transportation",2022-11-20,Indonesia
Checking,782.23,Uber,"Dining, Entertainment, Travel, General Expenses",2022-10-13,Singapore
Savings,135.83,Gojek,General Expenses,2022-09-16,Singapore
Checking,228.52,Walmart,"Dining, Transportation",2022-08-01,Singapore
Checking,258.89,Google,"General Expenses, Dining, Groceries, Travel, Transportation",2022-07-10,Japan
Joint Account,849.06,Google,"Groceries, General Expenses, Entertainment, Transportation, Dining",2022-10-21,Australia
Checking,946.23,Uber,"Groceries, General Expenses, Travel, Dining, Transportation, Entertainment",2022-09-08,Indonesia
Joint Account,19.18,Amazon,"Entertainment, Dining, Groceries",2022-08-13,Singapore
Savings,441.97,Fairprice,"Groceries, Transportation, Travel, Dining",2022-11-15,Indonesia
Savings,28.53,Google,"Transportation, Travel, Groceries, General Expenses",2022-08-29,Australia
Joint Account,53.37,Fairprice,"Groceries, Transportation, General Expenses, Dining, Entertainment",2022-10-06,Japan
Joint Account,202.92,Gojek,"General Expenses, Groceries",2022-10-16,Australia
Joint Account,99.78,Google,Travel,2022-07-01,Indonesia
Joint Account,761.7,Uber,Groceries,2022-07-26,Japan
Checking,135.92,Gojek,"General Expenses, Dining",2022-06-10,Indonesia
Savings,564.34,Uber,"Transportation, Dining",2022-07-23,Indonesia
Savings,610.57,Gojek,"Transportation, Entertainment, Dining",2022-08-07,Japan
Checking,513.59,Walmart,"Transportation, Dining, Travel, Entertainment",2022-08-16,Australia
Joint Account,746.64,Starbucks,"Dining, General Expenses, Groceries, Transportation",2022-06-13,Indonesia
Savings,70.01,Google,"General Expenses, Transportation",2022-10-23,Japan
Savings,652.02,Fairprice,Dining,2022-11-07,Indonesia
Savings,988.79,Grab,Dining,2022-12-16,Japan
Savings,753.6,Amazon,"Travel, Dining, Entertainment",2022-12-23,Japan
Checking,500.68,ACME,"Transportation, Dining",2022-08-11,Japan
Joint Account,243.16,Google,"Groceries, Travel",2022-09-09,Japan
Savings,650.18,Grab,"Transportation, Dining, Travel, Groceries, General Expenses",2022-11-29,Japan
Savings,367.95,Walmart,Transportation,2022-09-18,Singapore
Joint Account,53.78,Google,"Transportation, Groceries, General Expenses, Dining",2022-12-16,Australia
Joint Account,623.01,ACME,"Entertainment, Transportation, Travel, Dining",2022-09-12,Singapore
Savings,286.84,Amazon,Travel,2022-11-08,Australia
Savings,827.32,Walmart,"Groceries, Travel, Transportation, Entertainment, General Expenses, Dining",2022-09-21,Japan
Joint Account,556.23,ACME,"Travel, Groceries, Dining",2022-09-24,Indonesia
Checking,947.91,Starbucks,"Entertainment, Groceries, General Expenses, Dining, Travel, Transportation",2022-12-16,Indonesia
Savings,507.16,Uber,"General Expenses, Entertainment, Transportation, Dining, Groceries",2022-10-31,Indonesia
Joint Account,58.59,Gojek,"Transportation, General Expenses",2022-09-28,Japan
Checking,997.53,Uber,Entertainment,2022-11-16,Singapore
Joint Account,478.16,Uber,"Dining, Transportation, Entertainment, General Expenses, Groceries",2022-06-04,Singapore
Joint Account,2.9,Gojek,"Entertainment, General Expenses",2022-08-17,Indonesia
Savings,525.59,Grab,General Expenses,2022-06-19,Japan
Checking,376.95,Gojek,Groceries,2022-10-07,Singapore
Joint Account,166.93,Amazon,"Transportation, Groceries, Travel, General Expenses, Entertainment, Dining",2022-09-01,Indonesia
Savings,86.69,Fairprice,"Entertainment, Dining",2022-12-19,Indonesia
Savings,682.1,Uber,"General Expenses, Dining",2022-10-25,Indonesia
Checking,957.82,Google,Dining,2022-10-28,Japan
Checking,347.57,Amazon,"Transportation, Travel, Groceries, Dining",2022-07-29,Singapore
Savings,35.37,Walmart,Travel,2022-08-21,Singapore
Joint Account,85.19,ACME,"Travel, Entertainment",2022-09-17,Japan
Savings,220.56,Uber,"Travel, Transportation",2022-10-16,Japan
Joint Account,161.78,Grab,"Entertainment, Transportation",2022-09-28,Australia
Joint Account,596.84,ACME,"Dining, Transportation",2022-10-01,Australia
Checking,525.59,ACME,Transportation,2022-09-11,Australia
Joint Account,115.8,Google,"Groceries, General Expenses, Transportation, Dining",2022-06-13,Indonesia
Savings,997.49,Uber,"Dining, Transportation, General Expenses",2022-07-25,Japan
Savings,847.83,Walmart,"Entertainment, General Expenses, Dining, Groceries, Travel",2022-09-30,Singapore
Checking,579.99,Google,"Groceries, Travel, Entertainment, Transportation, General Expenses",2022-12-31,Singapore
Savings,944.89,Grab,"Transportation, Travel, Entertainment, Groceries, Dining",2022-10-11,Singapore
Savings,178.74,Fairprice,"Groceries, Entertainment, Dining, General Expenses",2022-11-01,Singapore
Savings,928.6,ACME,General Expenses,2022-07-22,Singapore
Joint Account,962.29,Google,"Travel, General Expenses, Entertainment, Transportation, Dining, Groceries",2022-06-05,Australia
Savings,365.85,Gojek,Transportation,2022-10-16,Japan
Joint Account,785.03,Walmart,"Entertainment, Groceries, Travel, Transportation, General Expenses, Dining",2022-09-13,Japan
Savings,393.29,Walmart,Groceries,2022-10-27,Japan
Joint Account,870.78,Fairprice,"General Expenses, Groceries, Transportation",2022-10-31,Australia
Savings,184.01,ACME,"General Expenses, Travel, Groceries, Transportation, Dining",2022-12-13,Japan
Savings,81.26,Grab,"Dining, General Expenses, Entertainment, Transportation, Travel, Groceries",2022-09-21,Japan
Checking,375.83,Uber,"General Expenses, Transportation, Groceries",2022-06-09,Indonesia
Joint Account,701.88,Amazon,"Groceries, Transportation, Travel, Entertainment",2022-07-05,Indonesia
Savings,265.53,Grab,"Transportation, Entertainment",2022-10-08,Australia
Checking,5.96,Gojek,"Groceries, Transportation, Travel, Entertainment, Dining",2022-12-15,Japan
Checking,604.46,Grab,"Travel, Groceries, Dining",2022-12-09,Indonesia
Savings,103.64,Starbucks,"Travel, Transportation",2022-07-12,Japan
Checking,630.64,Amazon,General Expenses,2022-09-14,Singapore
Savings,698.11,Google,"Dining, Entertainment, Groceries",2022-12-07,Australia
Joint Account,601.3,Grab,"Entertainment, Travel, Dining, General Expenses, Transportation",2022-07-25,Japan
Checking,592.9,Gojek,"Entertainment, Transportation, Travel",2022-06-04,Singapore
Joint Account,38.5,Starbucks,"Dining, General Expenses, Entertainment, Transportation, Travel",2022-12-07,Singapore
Joint Account,414.07,Fairprice,Dining,2022-11-20,Australia
Checking,340.04,Amazon,"Travel, Entertainment, General Expenses",2022-10-07,Australia
Joint Account,206.63,Grab,"Groceries, General Expenses, Travel, Entertainment",2022-10-02,Japan
Checking,746.5,Fairprice,"Travel, Transportation",2022-09-20,Australia
Savings,786.93,Gojek,"Transportation, General Expenses, Entertainment",2022-07-25,Indonesia
Savings,231.65,Fairprice,"General Expenses, Travel, Dining, Entertainment",2022-06-09,Australia
Checking,171.73,Fairprice,Groceries,2022-10-01,Indonesia
Checking,941.93,Amazon,"Travel, General Expenses, Transportation",2022-06-22,Japan
Savings,578.57,Amazon,"General Expenses, Travel, Transportation, Entertainment, Groceries, Dining",2022-08-29,Indonesia
Checking,13.2,ACME,"Transportation, Groceries, Travel, General Expenses, Dining, Entertainment",2022-10-27,Indonesia
Joint Account,219.22,Amazon,"Transportation, Travel",2022-06-10,Singapore
Savings,117.27,Grab,"Groceries, Entertainment, Travel, Dining",2022-12-27,Australia
Savings,926.66,Amazon,Travel,2022-11-29,Indonesia
Checking,71.61,Starbucks,"Entertainment, Groceries, Travel, Dining, General Expenses",2022-12-18,Indonesia
Joint Account,531.08,Google,"Dining, Transportation, Entertainment, Groceries, Travel, General Expenses",2022-10-25,Australia
Checking,700.76,Grab,"Dining, Travel, Groceries, Entertainment, Transportation, General Expenses",2022-07-09,Japan
Joint Account,152.3,Amazon,"Dining, Travel, Groceries, Transportation",2022-10-29,Japan
Checking,31.22,Amazon,"Dining, Entertainment",2022-07-25,Australia
Checking,985.19,ACME,"Dining, Transportation, Groceries, General Expenses, Entertainment, Travel",2022-12-27,Indonesia
Checking,771.11,Uber,"General Expenses, Travel",2022-10-12,Indonesia
Savings,998.52,ACME,Transportation,2022-09-10,Japan
Savings,354.9,Walmart,"Transportation, Dining, Groceries, General Expenses",2022-08-21,Indonesia
Savings,642.01,Walmart,"Entertainment, General Expenses, Groceries, Travel, Transportation, Dining",2022-08-06,Singapore
Checking,754.62,Starbucks,"Travel, Dining, General Expenses, Groceries, Entertainment",2022-12-14,Singapore
Savings,95.96,Walmart,"Travel, Dining, Groceries, General Expenses, Transportation, Entertainment",2022-11-17,Singapore
Savings,547.8,Fairprice,"Travel, Transportation, Groceries, Entertainment, Dining, General Expenses",2022-07-09,Singapore
Joint Account,265.96,Uber,Groceries,2022-09-10,Japan
Checking,577.87,Starbucks,"Entertainment, General Expenses, Travel, Transportation, Dining, Groceries",2022-07-03,Australia
Joint Account,619.08,ACME,"Dining, General Expenses, Entertainment, Groceries, Transportation, Travel",2022-07-28,Australia
Joint Account,442.4,Starbucks,"Transportation, Entertainment, General Expenses, Travel, Groceries, Dining",2022-07-15,Australia
Savings,764.83,Uber,"Travel, General Expenses, Transportation, Entertainment",2022-11-30,Japan
Joint Account,577.59,Amazon,Travel,2022-06-04,Indonesia
Joint Account,887.19,Amazon,Transportation,2022-07-05,Japan
Joint Account,403.47,Starbucks,Groceries,2022-10-22,Singapore
Savings,615.39,Grab,"Groceries, Travel",2022-12-11,Indonesia
Joint Account,283.56,Fairprice,"General Expenses, Dining, Travel, Entertainment, Groceries",2022-12-07,Singapore
Savings,600.68,Fairprice,"Transportation, General Expenses",2022-11-13,Indonesia
Joint Account,930.7,Starbucks,"General Expenses, Dining, Groceries, Entertainment",2022-08-02,Australia
Joint Account,725.42,Fairprice,"Groceries, Travel, Entertainment, General Expenses, Dining, Transportation",2022-12-12,Indonesia
Joint Account,310.6,Google,"Travel, General Expenses, Dining",2022-07-04,Australia
Checking,820.45,Uber,Travel,2022-07-08,Japan
Savings,607.46,Uber,"Travel, Transportation",2022-10-23,Australia
Joint Account,737.35,Uber,"Entertainment, Travel",2022-10-27,Japan
Joint Account,479.62,Walmart,"Transportation, General Expenses, Groceries, Travel, Dining, Entertainment",2022-07-15,Australia
Checking,627.5,Walmart,Travel,2022-11-15,Singapore
Checking,486.65,Starbucks,"Travel, Transportation, General Expenses",2022-10-02,Japan
Checking,660.48,Google,"Entertainment, Dining, Transportation, Groceries, Travel",2022-08-17,Australia
Joint Account,802.57,Fairprice,"General Expenses, Groceries, Entertainment, Transportation, Travel",2022-06-19,Indonesia
Joint Account,944.16,Google,Groceries,2022-08-11,Japan
Savings,977.18,Gojek,"Dining, Transportation, Groceries, Entertainment, General Expenses",2022-06-12,Australia
Checking,441.67,Gojek,"Groceries, General Expenses, Entertainment",2022-11-25,Australia
Checking,429.47,Google,"General Expenses, Dining, Entertainment, Groceries, Travel, Transportation",2022-12-11,Japan
Joint Account,167.33,ACME,"Dining, General Expenses, Travel, Transportation, Entertainment, Groceries",2022-06-11,Japan
Checking,559.39,Amazon,"Travel, General Expenses, Groceries, Dining, Transportation, Entertainment",2022-11-25,Australia
Checking,209.03,Starbucks,"Groceries, Transportation, General Expenses, Dining, Travel, Entertainment",2022-12-11,Singapore
Checking,600.84,Amazon,"Dining, Transportation, Travel, Entertainment",2022-11-16,Australia
Savings,722.98,ACME,"Entertainment, Travel, Groceries, Dining",2022-08-12,Australia
Checking,140.71,Grab,"Travel, Entertainment, General Expenses, Dining, Groceries",2022-10-30,Australia
Checking,974.23,Walmart,"Dining, Groceries, Travel",2022-11-28,Indonesia
Checking,322.21,Amazon,"Travel, Transportation, Dining, Groceries, General Expenses",2022-06-20,Australia
Checking,727.0,Google,"Entertainment, Transportation, General Expenses, Travel",2022-06-27,Indonesia
Joint Account,455.91,Gojek,"Dining, Travel, Entertainment, General Expenses, Transportation",2022-11-15,Australia
Checking,500.57,Uber,Travel,2022-06-04,Australia
Joint Account,413.79,Starbucks,"Travel, Groceries, Entertainment",2022-12-28,Singapore
Joint Account,91.54,Walmart,"General Expenses, Entertainment, Dining, Transportation, Travel, Groceries",2022-09-14,Indonesia
Savings,254.36,Amazon,"Dining, General Expenses, Transportation, Entertainment",2022-08-20,Singapore
Savings,403.87,Fairprice,"Transportation, Dining",2022-10-14,Japan
Joint Account,769.2,Grab,"Dining, Travel, General Expenses",2022-12-23,Australia
Savings,922.35,ACME,"Travel, Transportation",2022-09-09,Japan
Joint Account,492.36,Walmart,Entertainment,2022-08-27,Australia
Joint Account,879.95,Fairprice,"Travel, Transportation, Groceries, Entertainment, General Expenses, Dining",2022-09-28,Australia
Savings,700.47,Gojek,Transportation,2022-06-16,Indonesia
Checking,516.94,Uber,Entertainment,2022-06-20,Australia
Checking,357.79,Walmart,"Entertainment, Transportation, Groceries",2022-09-14,Singapore
Checking,335.08,Uber,"Entertainment, Transportation, General Expenses, Groceries",2022-07-01,Indonesia
Checking,547.59,Gojek,"Travel, General Expenses",2022-09-15,Japan
Checking,454.96,Amazon,"General Expenses, Entertainment, Travel, Groceries, Transportation, Dining",2022-07-31,Indonesia
